row_nr,person,title,date,content,url
133059,Donald J. Trump,"Tweets of July 9, 2018",2018-07-09,,https://www.presidency.ucsb.edu/documents/tweets-july-9-2018
133061,Donald J. Trump,"Tweets of July 7, 2018",2018-07-07,,https://www.presidency.ucsb.edu/documents/tweets-july-7-2018
133067,Donald J. Trump,"Tweets of July 6, 2018",2018-07-06,,https://www.presidency.ucsb.edu/documents/tweets-july-6-2018
133077,Donald J. Trump,"Tweets of July 5, 2018",2018-07-05,,https://www.presidency.ucsb.edu/documents/tweets-july-5-2018
133083,Donald J. Trump,"Tweets of July 3, 2018",2018-07-03,,https://www.presidency.ucsb.edu/documents/tweets-july-3-2018
133084,Donald J. Trump,"Tweets of July 4, 2018",2018-07-04,,https://www.presidency.ucsb.edu/documents/tweets-july-4-2018
133091,Donald J. Trump,"Tweets of July 2, 2018",2018-07-02,,https://www.presidency.ucsb.edu/documents/tweets-july-2-2018
133092,Donald J. Trump,"Tweets of July 1, 2018",2018-07-01,,https://www.presidency.ucsb.edu/documents/tweets-july-1-2018
133093,Donald J. Trump,"Tweets of June 30, 2018",2018-06-30,,https://www.presidency.ucsb.edu/documents/tweets-june-30-2018
133099,Donald J. Trump,"Tweets of June 29, 2018",2018-06-29,,https://www.presidency.ucsb.edu/documents/tweets-june-29-2018
133107,Donald J. Trump,"Tweets of June 28, 2018",2018-06-28,,https://www.presidency.ucsb.edu/documents/tweets-june-28-2018
133122,Donald J. Trump,"Tweets of July 26, 2018",2018-07-26,,https://www.presidency.ucsb.edu/documents/tweets-july-26-2018
133134,Donald J. Trump,"Tweets of July 25, 2018",2018-07-25,,https://www.presidency.ucsb.edu/documents/tweets-july-25-2018
133144,Donald J. Trump,"Tweets of July 24, 2018",2018-07-24,,https://www.presidency.ucsb.edu/documents/tweets-july-24-2018
133153,Donald J. Trump,"Tweets of July 23, 2018",2018-07-23,,https://www.presidency.ucsb.edu/documents/tweets-july-23-2018
133160,Donald J. Trump,"Tweets of July 22, 2018",2018-07-22,,https://www.presidency.ucsb.edu/documents/tweets-july-22-2018
133161,Donald J. Trump,"Tweets of July 21, 2018",2018-07-21,,https://www.presidency.ucsb.edu/documents/tweets-july-21-2018
133172,Donald J. Trump,"Tweets of July 20, 2018",2018-07-20,,https://www.presidency.ucsb.edu/documents/tweets-july-20-2018
133184,Donald J. Trump,"Tweets of July 19, 2018",2018-07-19,,https://www.presidency.ucsb.edu/documents/tweets-july-19-2018
133191,Donald J. Trump,"Tweets of July 18, 2018",2018-07-18,,https://www.presidency.ucsb.edu/documents/tweets-july-18-2018
133203,Donald J. Trump,"Tweets of July 17, 2018",2018-07-17,,https://www.presidency.ucsb.edu/documents/tweets-july-17-2018
133208,Donald J. Trump,"Tweets of July 16, 2018",2018-07-16,,https://www.presidency.ucsb.edu/documents/tweets-july-16-2018
133212,Donald J. Trump,"Tweets of July 14, 2018",2018-07-14,,https://www.presidency.ucsb.edu/documents/tweets-july-14-2018
133213,Donald J. Trump,"Tweets of July 15, 2018",2018-07-15,,https://www.presidency.ucsb.edu/documents/tweets-july-15-2018
133227,Donald J. Trump,"Tweets of June 26, 2018",2018-06-26,,https://www.presidency.ucsb.edu/documents/tweets-june-26-2018
133248,Donald J. Trump,"Tweets of June 25, 2018",2018-06-25,,https://www.presidency.ucsb.edu/documents/tweets-june-25-2018
133250,Donald J. Trump,"Tweets of June 24, 2018",2018-06-24,,https://www.presidency.ucsb.edu/documents/tweets-june-24-2018
133255,Donald J. Trump,"Tweets of June 23, 2018",2018-06-23,,https://www.presidency.ucsb.edu/documents/tweets-june-23-2018
133262,Donald J. Trump,"Tweets of June 22, 2018",2018-06-22,,https://www.presidency.ucsb.edu/documents/tweets-june-22-2018
133279,Donald J. Trump,"Tweets of June 21, 2018",2018-06-21,,https://www.presidency.ucsb.edu/documents/tweets-june-21-2018
133298,Donald J. Trump,"Tweets of June 20, 2018",2018-06-20,,https://www.presidency.ucsb.edu/documents/tweets-june-20-2018
133307,Donald J. Trump,"Tweets of June 19, 2018",2018-06-19,,https://www.presidency.ucsb.edu/documents/tweets-june-19-2018
133316,Donald J. Trump,"Tweets of June 18, 2018",2018-06-18,,https://www.presidency.ucsb.edu/documents/tweets-june-18-2018
133320,Donald J. Trump,"Tweets of June 17, 2018",2018-06-17,,https://www.presidency.ucsb.edu/documents/tweets-june-17-2018
133323,Donald J. Trump,"Tweets of June 16, 2018",2018-06-16,,https://www.presidency.ucsb.edu/documents/tweets-june-16-2018
133331,Donald J. Trump,"Tweets of June 15, 2018",2018-06-15,,https://www.presidency.ucsb.edu/documents/tweets-june-15-2018
133343,Donald J. Trump,"Tweets of June 14, 2018",2018-06-14,,https://www.presidency.ucsb.edu/documents/tweets-june-14-2018
133348,Donald J. Trump,"Tweets of June 13, 2018",2018-06-13,,https://www.presidency.ucsb.edu/documents/tweets-june-13-2018
133363,Donald J. Trump,"Tweets of June 12, 2018",2018-06-12,,https://www.presidency.ucsb.edu/documents/tweets-june-12-2018
133368,Donald J. Trump,"Tweets of June 11, 2018",2018-06-11,,https://www.presidency.ucsb.edu/documents/tweets-june-11-2018
133373,Donald J. Trump,"Tweets of June 10, 2018",2018-06-10,,https://www.presidency.ucsb.edu/documents/tweets-june-10-2018
133376,Donald J. Trump,"Tweets of June 9, 2018",2018-06-09,,https://www.presidency.ucsb.edu/documents/tweets-june-9-2018
133381,Donald J. Trump,"Tweets of June 8, 2018",2018-06-08,,https://www.presidency.ucsb.edu/documents/tweets-june-8-2018
133409,Donald J. Trump,"Tweets of June 7, 2018",2018-06-07,,https://www.presidency.ucsb.edu/documents/tweets-june-7-2018
133420,Donald J. Trump,"Tweets of June 6, 2018",2018-06-06,,https://www.presidency.ucsb.edu/documents/tweets-june-6-2018
133430,Donald J. Trump,"Tweets of June 5, 2018",2018-06-05,,https://www.presidency.ucsb.edu/documents/tweets-june-5-2018
133439,Donald J. Trump,President Donald J. Trump's 500 Days of Strengthening the American Economy,2018-06-04,,https://www.presidency.ucsb.edu/documents/president-donald-j-trumps-500-days-strengthening-the-american-economy
133447,Donald J. Trump,"Tweets of June 3, 2018",2018-06-03,,https://www.presidency.ucsb.edu/documents/tweets-june-3-2018
133448,Donald J. Trump,"Tweets of June 4, 2018",2018-06-04,,https://www.presidency.ucsb.edu/documents/tweets-june-4-2018
133455,Donald J. Trump,"Tweets of June 2, 2018",2018-06-02,,https://www.presidency.ucsb.edu/documents/tweets-june-2-2018
133463,Donald J. Trump,"Tweets of June 1, 2018",2018-06-01,,https://www.presidency.ucsb.edu/documents/tweets-june-1-2018
133475,Donald J. Trump,"Tweets of May 31, 2018",2018-05-31,,https://www.presidency.ucsb.edu/documents/tweets-may-31-2018
133487,Donald J. Trump,"Tweets of May 30, 2018",2018-05-30,,https://www.presidency.ucsb.edu/documents/tweets-may-30-2018
133494,Donald J. Trump,"Tweets of May 29, 2018",2018-05-29,,https://www.presidency.ucsb.edu/documents/tweets-may-29-2018
133498,Donald J. Trump,"Tweets of May 28, 2018",2018-05-28,,https://www.presidency.ucsb.edu/documents/tweets-may-28-2018
133499,Donald J. Trump,"Tweets of May 27, 2018",2018-05-27,,https://www.presidency.ucsb.edu/documents/tweets-may-27-2018
133501,Donald J. Trump,"Tweets of May 26, 2018",2018-05-26,,https://www.presidency.ucsb.edu/documents/tweets-may-26-2018
133512,Donald J. Trump,"Tweets of May 8, 2018",2018-05-08,,https://www.presidency.ucsb.edu/documents/tweets-may-8-2018
133528,Donald J. Trump,"Tweets of May 7, 2018",2018-05-07,,https://www.presidency.ucsb.edu/documents/tweets-may-7-2018
133530,Donald J. Trump,"Tweets of May 6, 2018",2018-05-06,,https://www.presidency.ucsb.edu/documents/tweets-may-6-2018
133535,Donald J. Trump,"Tweets of May 5, 2018",2018-05-05,,https://www.presidency.ucsb.edu/documents/tweets-may-5-2018
133555,Donald J. Trump,"Tweets of May 4, 2018",2018-05-04,,https://www.presidency.ucsb.edu/documents/tweets-may-4-2018
133567,Donald J. Trump,"Tweets of May 3, 2018",2018-05-03,,https://www.presidency.ucsb.edu/documents/tweets-may-3-2018
133576,Donald J. Trump,"Tweets of May 2, 2018",2018-05-02,,https://www.presidency.ucsb.edu/documents/tweets-may-2-2018
133582,Donald J. Trump,"Tweets of May 1, 2018",2018-05-01,,https://www.presidency.ucsb.edu/documents/tweets-may-1-2018
133604,Donald J. Trump,"Tweets of April 30, 2018",2018-04-30,,https://www.presidency.ucsb.edu/documents/tweets-april-30-2018
133606,Donald J. Trump,"Tweets of March 17, 2018",2018-03-17,,https://www.presidency.ucsb.edu/documents/tweets-march-17-2018
133613,Donald J. Trump,"Tweets of March 16, 2018",2018-03-16,,https://www.presidency.ucsb.edu/documents/tweets-march-16-2018
133621,Donald J. Trump,"Tweets of March 15, 2018",2018-03-15,,https://www.presidency.ucsb.edu/documents/tweets-march-15-2018
133633,Donald J. Trump,"Tweets of March 14, 2018",2018-03-14,,https://www.presidency.ucsb.edu/documents/tweets-march-14-2018
133648,Donald J. Trump,"Tweets of March 13, 2018",2018-03-13,,https://www.presidency.ucsb.edu/documents/tweets-march-13-2018
133656,Donald J. Trump,"Tweets of March 12, 2018",2018-03-12,,https://www.presidency.ucsb.edu/documents/tweets-march-12-2018
133662,Donald J. Trump,"Tweets of March 11, 2018",2018-03-11,,https://www.presidency.ucsb.edu/documents/tweets-march-11-2018
133667,Donald J. Trump,"Tweets of March 10, 2018",2018-03-10,,https://www.presidency.ucsb.edu/documents/tweets-march-10-2018
133681,Donald J. Trump,"Tweets of March 9, 2018",2018-03-09,,https://www.presidency.ucsb.edu/documents/tweets-march-9-2018
133696,Donald J. Trump,"Tweets of March 8, 2018",2018-03-08,,https://www.presidency.ucsb.edu/documents/tweets-march-8-2018
133705,Donald J. Trump,"Tweets of March 7, 2018",2018-03-07,,https://www.presidency.ucsb.edu/documents/tweets-march-7-2018
133710,Donald J. Trump,"Tweets of April 18, 2018",2018-04-18,,https://www.presidency.ucsb.edu/documents/tweets-april-18-2018
133722,Donald J. Trump,"Tweets of April 17, 2018",2018-04-17,,https://www.presidency.ucsb.edu/documents/tweets-april-17-2018
133735,Donald J. Trump,"Tweets of April 16, 2018",2018-04-16,,https://www.presidency.ucsb.edu/documents/tweets-april-16-2018
133741,Donald J. Trump,"Tweets of April 15, 2018",2018-04-15,,https://www.presidency.ucsb.edu/documents/tweets-april-15-2018
133751,Donald J. Trump,"Tweets of April 14, 2018",2018-04-14,,https://www.presidency.ucsb.edu/documents/tweets-april-14-2018
133759,Donald J. Trump,"Tweets of April 13, 2018",2018-04-13,,https://www.presidency.ucsb.edu/documents/tweets-april-13-2018
133774,Donald J. Trump,"Tweets of April 12, 2018",2018-04-12,,https://www.presidency.ucsb.edu/documents/tweets-april-12-2018
133784,Donald J. Trump,"Tweets of April 11, 2018",2018-04-11,,https://www.presidency.ucsb.edu/documents/tweets-april-11-2018
133802,Donald J. Trump,"Tweets of April 10, 2018",2018-04-10,,https://www.presidency.ucsb.edu/documents/tweets-april-10-2018
133814,Donald J. Trump,"Tweets of May 25, 2018",2018-05-25,,https://www.presidency.ucsb.edu/documents/tweets-may-25-2018
133825,Donald J. Trump,"Tweets of May 24, 2018",2018-05-24,,https://www.presidency.ucsb.edu/documents/tweets-may-24-2018
133832,Donald J. Trump,"Tweets of May 23, 2018",2018-05-23,,https://www.presidency.ucsb.edu/documents/tweets-may-23-2018
133847,Donald J. Trump,"Tweets of May 22, 2018",2018-05-22,,https://www.presidency.ucsb.edu/documents/tweets-may-22-2018
133859,Donald J. Trump,"Tweets of May 21, 2018",2018-05-21,,https://www.presidency.ucsb.edu/documents/tweets-may-21-2018
133868,Donald J. Trump,"Tweets of May 20, 2018",2018-05-20,,https://www.presidency.ucsb.edu/documents/tweets-may-20-2018
133871,Donald J. Trump,"Tweets of May 19, 2018",2018-05-19,,https://www.presidency.ucsb.edu/documents/tweets-may-19-2018
133887,Donald J. Trump,"Tweets of May 18, 2018",2018-05-18,,https://www.presidency.ucsb.edu/documents/tweets-may-18-2018
133901,Donald J. Trump,"Tweets of May 17, 2018",2018-05-17,,https://www.presidency.ucsb.edu/documents/tweets-may-17-2018
133914,Donald J. Trump,"Tweets of May 16, 2018",2018-05-16,,https://www.presidency.ucsb.edu/documents/tweets-may-16-2018
133922,Donald J. Trump,"Tweets of May 15, 2018",2018-05-15,,https://www.presidency.ucsb.edu/documents/tweets-may-15-2018
133938,Donald J. Trump,"Tweets of May 14, 2018",2018-05-14,,https://www.presidency.ucsb.edu/documents/tweets-may-14-2018
133946,Donald J. Trump,"Tweets of May 13, 2018",2018-05-13,,https://www.presidency.ucsb.edu/documents/tweets-may-13-2018
133948,Donald J. Trump,"Tweets of May 12, 2018",2018-05-12,,https://www.presidency.ucsb.edu/documents/tweets-may-12-2018
133964,Donald J. Trump,"Tweets of May 11, 2018",2018-05-11,,https://www.presidency.ucsb.edu/documents/tweets-may-11-2018
133981,Donald J. Trump,"Tweets of May 10, 2018",2018-05-10,,https://www.presidency.ucsb.edu/documents/tweets-may-10-2018
133996,Donald J. Trump,"Tweets of May 9, 2018",2018-05-09,,https://www.presidency.ucsb.edu/documents/tweets-may-9-2018
134009,Donald J. Trump,"Tweets of April 28, 2018",2018-04-28,,https://www.presidency.ucsb.edu/documents/tweets-april-28-2018
134015,Donald J. Trump,"Tweets of April 27, 2018",2018-04-27,,https://www.presidency.ucsb.edu/documents/tweets-april-27-2018
134031,Donald J. Trump,"Tweets of April 26, 2018",2018-04-26,,https://www.presidency.ucsb.edu/documents/tweets-april-26-2018
134037,Donald J. Trump,"Tweets of April 25, 2018",2018-04-25,,https://www.presidency.ucsb.edu/documents/tweets-april-25-2018
134050,Donald J. Trump,"Tweets of April 24, 2018",2018-04-24,,https://www.presidency.ucsb.edu/documents/tweets-april-24-2018
134065,Donald J. Trump,"Tweets of April 23, 2018",2018-04-23,,https://www.presidency.ucsb.edu/documents/tweets-april-23-2018
134069,Donald J. Trump,"Tweets of April 22, 2018",2018-04-22,,https://www.presidency.ucsb.edu/documents/tweets-april-22-2018
134073,Donald J. Trump,"Tweets of April 21, 2018",2018-04-21,,https://www.presidency.ucsb.edu/documents/tweets-april-21-2018
134081,Donald J. Trump,"Tweets of April 20, 2018",2018-04-20,,https://www.presidency.ucsb.edu/documents/tweets-april-20-2018
134090,Donald J. Trump,"Tweets of April 19, 2018",2018-04-19,,https://www.presidency.ucsb.edu/documents/tweets-april-19-2018
134112,Donald J. Trump,"Tweets of March 28, 2018",2018-03-28,,https://www.presidency.ucsb.edu/documents/tweets-march-28-2018
134123,Donald J. Trump,"Tweets of March 27, 2018",2018-03-27,,https://www.presidency.ucsb.edu/documents/tweets-march-27-2018
134134,Donald J. Trump,"Tweets of March 26, 2018",2018-03-26,,https://www.presidency.ucsb.edu/documents/tweets-march-26-2018
134137,Donald J. Trump,"Tweets of March 25, 2018",2018-03-25,,https://www.presidency.ucsb.edu/documents/tweets-march-25-2018
134138,Donald J. Trump,"Tweets of March 24, 2018",2018-03-24,,https://www.presidency.ucsb.edu/documents/tweets-march-24-2018
134145,Donald J. Trump,"Tweets of March 23, 2018",2018-03-23,,https://www.presidency.ucsb.edu/documents/tweets-march-23-2018
134163,Donald J. Trump,"Tweets of March 22, 2018",2018-03-22,,https://www.presidency.ucsb.edu/documents/tweets-march-22-2018
134171,Donald J. Trump,"Tweets of March 21, 2018",2018-03-21,,https://www.presidency.ucsb.edu/documents/tweets-march-21-2018
134182,Donald J. Trump,"Tweets of March 20, 2018",2018-03-20,,https://www.presidency.ucsb.edu/documents/tweets-march-20-2018
134197,Donald J. Trump,"Tweets of March 19, 2018",2018-03-19,,https://www.presidency.ucsb.edu/documents/tweets-march-19-2018
134199,Donald J. Trump,"Tweets of March 18, 2018",2018-03-18,,https://www.presidency.ucsb.edu/documents/tweets-march-18-2018
134208,Donald J. Trump,"Tweets of April 9, 2018",2018-04-09,,https://www.presidency.ucsb.edu/documents/tweets-april-9-2018
134211,Donald J. Trump,"Tweets of April 8, 2018",2018-04-08,,https://www.presidency.ucsb.edu/documents/tweets-april-8-2018
134214,Donald J. Trump,"Tweets of April 7, 2018",2018-04-07,,https://www.presidency.ucsb.edu/documents/tweets-april-7-2018
134228,Donald J. Trump,"Tweets of April 6, 2018",2018-04-06,,https://www.presidency.ucsb.edu/documents/tweets-april-6-2018
134239,Donald J. Trump,"Tweets of April 5, 2018",2018-04-05,,https://www.presidency.ucsb.edu/documents/tweets-april-5-2018
134251,Donald J. Trump,"Tweets of April 4, 2018",2018-04-04,,https://www.presidency.ucsb.edu/documents/tweets-april-4-2018
134265,Donald J. Trump,"Tweets of April 3, 2018",2018-04-03,,https://www.presidency.ucsb.edu/documents/tweets-april-3-2018
134273,Donald J. Trump,"Tweets of April 2, 2018",2018-04-02,,https://www.presidency.ucsb.edu/documents/tweets-april-2-2018
134274,Donald J. Trump,"Tweets of April 1, 2018",2018-04-01,,https://www.presidency.ucsb.edu/documents/tweets-april-1-2018
134276,Donald J. Trump,"Tweets of March 31, 2018",2018-03-31,,https://www.presidency.ucsb.edu/documents/tweets-march-31-2018
134287,Donald J. Trump,"Tweets of March 30, 2018",2018-03-30,,https://www.presidency.ucsb.edu/documents/tweets-march-30-2018
134299,Donald J. Trump,"Tweets of March 29, 2018",2018-03-29,,https://www.presidency.ucsb.edu/documents/tweets-march-29-2018
134302,Donald J. Trump,"Tweets of November 24, 2018",2018-11-24,,https://www.presidency.ucsb.edu/documents/tweets-november-24-2018
